arredamos	ar|re|da$mos|
sobreaquecíeis	so|bre|a|que|cí$eis|
desedificardes	de|se|di|fi|car$des|
crismar-lhe-eis	cris|mar|lhe|eis$
desalinhavaram	de|sa|li|nha|va$ram|
ignorares	ig|no|ra$res|
mineralizo	mi|ne|ra|li$zo|
desunirias	de|su|ni|ri$as|
desunhávamos	de|su|nhá$va|mos|
urtigar-vos-íeis	ur|ti|gar|vos|í$eis|
desancáveis	de|san|cá$veis|
consumasse	con|su|mas$se|
imparcializarmos	im|par|ci|a|li|zar$mos|
sisa	si$sa|
manquite	man|qui$te|
habitávamos	ha|bi|tá$va|mos|
especializámos	es|pe|ci|a|li|zá$mos|
tremeliquemos	tre|me|li|que$mos|
perpetuações	per|pe|tu|a|ções$
interiorizavas	in|te|ri|o|ri|za$vas|
enjaular-lhes	en|jau|lar$lhes|
supormos	su|por$mos|
aviventasses	a|vi|ven|tas$ses|
gargalharão	gar|ga|lha|rão$
soluçaríeis	so|lu|ça|rí$eis|
brandiam	bran|di|am$
paganizamos	pa|ga|ni|za$mos|
apostrofarem	a|pos|tro|fa$rem|
indexáramos	in|de|xá$ra|mos|
abençoar-lhe-ias	a|ben|ço|ar|lhe|i$as|
serenasses	se|re|nas$ses|
litológicas	li|to|ló$gi|cas|
recrutaste	re|cru|tas$te|
ofereci	o|fe|re|ci$
canibalizar-te-emos	ca|ni|ba|li|zar|te|e$mos|
soei	soei$
personificariam	per|so|ni|fi|ca|ri|am$
porás	po|rás$
conceptuais	con|cep|tuais$
preponderámos	pre|pon|de|rá$mos|
regenerarão	re|ge|ne|ra|rão$
revogabilidade	re|vo|ga|bi|li|da$de|
alfandegará	al|fan|de|ga|rá$
decapitardes	de|ca|pi|tar$des|
glorificardes	glo|ri|fi|car$des|
desprouvesse	des|prou|ves$se|
paroquiásseis	pa|ro|qui|ás$seis|
fónico	fó$ni|co|
chupando	chu|pan$do|
agonizam	a|go|ni|zam$
estafaram	es|ta|fa$ram|
portar-vos-ia	por|tar|vos|i$a|
quantificada	quan|ti|fi|ca$da|
transaccionaria	tran|sac|ci|o|na|ri$a|
confirmasses	con|fir|mas$ses|
deprime	de|pri$me|
incrustaremos	in|crus|ta|re$mos|
rezingado	re|zin|ga$do|
vexante	ve|xan$te|
buracaríamos	bu|ra|ca|rí$a|mos|
malogravas	ma|lo|gra$vas|
prazenteasses	pra|zen|te|as$ses|
quintar-lhes-ia	quin|tar|lhes|i$a|
bandeadas	ban|de|a$das|
reexaminardes	re|e|xa|mi|nar$des|
desencapado	de|sen|ca|pa$do|
coserá	co|se|rá$
repartimos	re|par|ti$mos|
chegadoras	che|ga|do$ras|
pavimentar-lhes-ia	pa|vi|men|tar|lhes|i$a|
pisgam	pis|gam$
pugnaram	pug|na$ram|
descontente	des|con|ten$te|
enraizará	en|rai|za|rá$
desmultiplicava	des|mul|ti|pli|ca$va|
quiser-nos-emos	qui|ser|nos|e$mos|
zonzearem	zon|ze|a$rem|
aliseis	a|li|seis$
audacíssimo	au|da|cís$si|mo|
morria	mor|ri$a|
chincar-lhes-iam	chin|car|lhes|i|am$
desencolerizando	de|sen|co|le|ri|zan$do|
seduzir-lhe-ia	se|du|zir|lhe|i$a|
descuidaste	des|cu|i|das$te|
permitia	per|mi|ti$a|
corrosivas	cor|ro|si$vas|
rimáreis	ri|má$reis|
hegemonizámos	he|ge|mo|ni|zá$mos|
curriculum	cur|ri|cu|lum$
Nancy	nan|cy$
encastelemos	en|cas|te|le$mos|
refecundaremos	re|fe|cun|da|re$mos|
desusássemos	de|su|sás$se|mos|
purpurarão	pur|pu|ra|rão$
matemos	ma|te$mos|
caiarem	cai|a$rem|
breados	bre|a$dos|
entalhado	en|ta|lha$do|
embalsamador	em|bal|sa|ma$dor|
perfectibilizassem	per|fec|ti|bi|li|zas$sem|
anatomizados	a|na|to|mi|za$dos|
retalhadura	re|ta|lha|du$ra|
foguetarias	fo|gue|ta|ri$as|
gafanhotadas	ga|fa|nho|ta$das|
desencarrilada	de|sen|car|ri|la$da|
devier	de|vi|er$
consolaram	con|so|la$ram|
desarrocharíeis	de|sar|ro|cha|rí$eis|
sobressaturaríamos	so|bres|sa|tu|ra|rí$a|mos|
tetudidades	te|tu|di|da$des|
presenteá-lo-iam	pre|sen|te|á|lo|i|am$
moderar-te	mo|de|rar$te|
secundai	se|cun|dai$
rufiaria	ru|fi|a|ri$a|
preterísseis	pre|te|rís$seis|
franjar-se-á	fran|jar|se|á$
prevei-la	pre|vei$la|
indiscriminativa	in|dis|cri|mi|na|ti$va|
atropado	a|tro|pa$do|
recuperais	re|cu|pe|rais$
espalmar-te-íamos	es|pal|mar|te|í$a|mos|
escovemos	es|co|ve$mos|
abater-te	a|ba|ter$te|
angariam	an|ga|ri|am$
sextupliquemos	sex|tu|pli|que$mos|
desumidifiques	de|su|mi|di|fi$ques|
instigue	ins|ti$gue|
desproporcionaras	des|pro|por|ci|o|na$ras|
reanimem	re|a|ni$mem|
castelhanizarem	cas|te|lha|ni|za$rem|
planificassem	pla|ni|fi|cas$sem|
assombraria	as|som|bra|ri$a|
bajulámos	ba|ju|lá$mos|
abotoaram	a|bo|to|a$ram|
embravecemos	em|bra|ve|ce$mos|
propagasse	pro|pa|gas$se|
aloucar	a|lou|car$
reptando	rep|tan$do|
metamorfoseardes	me|ta|mor|fo|se|ar$des|
serrano	ser|ra$no|
repugnassem	re|pug|nas$sem|
grasnavam	gras|na|vam$
domestiquem	do|mes|ti$quem|
apreendêssemos	a|pre|en|dês$se|mos|
parodiem	pa|ro|di$em|
emanais	e|ma|nais$
sensualizávamos	sen|su|a|li|zá$va|mos|
lacustres	la|cus$tres|
desengatilharei	de|sen|ga|ti|lha|rei$
atintassem	a|tin|tas$sem|
amazelada	a|ma|ze|la$da|
lembra	lem$bra|
enxotasse	en|xo|tas$se|
escoriar-lhe-ias	es|co|ri|ar|lhe|i$as|
acalmaste	a|cal|mas$te|
amantizou	a|man|ti|zou$
nomearias	no|me|a|ri$as|
arrebitar-me-eis	ar|re|bi|tar|me|eis$
desenfadar-vos-á	de|sen|fa|dar|vos|á$
agricultávamos	a|gri|cul|tá$va|mos|
verberados	ver|be|ra$dos|
subprodutivismos	sub|pro|du|ti|vis$mos|
caluniai	ca|lu|ni|ai$
esborrachastes	es|bor|ra|chas$tes|
opalescerão	o|pa|les|ce|rão$
japonizar-te-ias	ja|po|ni|zar|te|i$as|
vice-governadora	vi|ce|go|ver|na|do$ra|
cantarejarias	can|ta|re|ja|ri$as|
trotasses	tro|tas$ses|
intrinsecamente	in|trin|se|ca|men$te|
arretar-me-emos	ar|re|tar|me|e$mos|
perguntaras	per|gun|ta$ras|
aparentando	a|pa|ren|tan$do|
contrabater-lhes-íamos	con|tra|ba|ter|lhes|í$a|mos|
legitimávamos	le|gi|ti|má$va|mos|
inglórios	in|gló$rios|
chuchemos	chu|che$mos|
desertaste	de|ser|tas$te|
legitimastes	le|gi|ti|mas$tes|
talharei	ta|lha|rei$
colocares	co|lo|ca$res|
grasneis	gras|neis$
torcerias	tor|ce|ri$as|
enroupa	en|rou$pa|
antropólogos	an|tro|pó$lo|gos|
sobrepujariam	so|bre|pu|ja|ri|am$
encabelar-nos-emos	en|ca|be|lar|nos|e$mos|
trataras	tra|ta$ras|
avantajávamos	a|van|ta|já$va|mos|
PRD	prd$
carburar-nos-iam	car|bu|rar|nos|i|am$
desengrenáreis	de|sen|gre|ná$reis|
subvalorizarias	sub|va|lo|ri|za|ri$as|
magnificar-te-iam	mag|ni|fi|car|te|i|am$
perspectivar-nos-ão	pers|pec|ti|var|nos|ão$
chalaceai	cha|la|ce|ai$
sóror	só$ror|
desconjuntariam	des|con|jun|ta|ri|am$
descoagulareis	des|co|a|gu|la|reis$
irrupções	ir|rup|ções$
exaráramos	e|xa|rá$ra|mos|
agaiatava	a|gai|a|ta$va|
remarcá-lo-emos	re|mar|cá|lo|e$mos|
malográssemos	ma|lo|grás$se|mos|
enrouquecera	en|rou|que|ce$ra|
aloiráveis	a|loi|rá$veis|
pincelávamos	pin|ce|lá$va|mos|
avaliássemos	a|va|li|ás$se|mos|
apertarmos	a|per|tar$mos|
individuará	in|di|vi|du|a|rá$
danificáveis	da|ni|fi|cá$veis|
definidos	de|fi|ni$dos|
diminuem	di|mi|nu$em|
aparentarás	a|pa|ren|ta|rás$
refiei	re|fiei$
pontapeássemos	pon|ta|pe|ás$se|mos|
apuraríeis	a|pu|ra|rí$eis|
varemos	va|re$mos|
afogueamos	a|fo|gue|a$mos|
isolásseis	i|so|lás$seis|
verificara	ve|ri|fi|ca$ra|
palmatoriemos	pal|ma|to|ri|e$mos|
guarani	gua|ra|ni$
baronizarão	ba|ro|ni|za|rão$
latinizardes	la|ti|ni|zar$des|
recultivam	re|cul|ti|vam$
compartir-vos-emos	com|par|tir|vos|e$mos|
melindrabilidades	me|lin|dra|bi|li|da$des|
multiplicativas	mul|ti|pli|ca|ti$vas|
engoliremos	en|go|li|re$mos|
recrudescemos	re|cru|des|ce$mos|
desencriptaste	de|sen|crip|tas$te|
monarquizarei	mo|nar|qui|za|rei$
quenianas	que|ni|a$nas|
sensualizamos	sen|su|a|li|za$mos|
esterilize	es|te|ri|li$ze|
realinhardes	re|a|li|nhar$des|
bilhardar	bi|lhar|dar$
branquiado	bran|qui|a$do|
possibilismos	pos|si|bi|lis$mos|
desapertámos	de|sa|per|tá$mos|
BFE	bfe$
recobri	re|co|bri$
regorjeáramos	re|gor|je|á$ra|mos|
sincronizada	sin|cro|ni|za$da|
desirmanámos	de|sir|ma|ná$mos|
escamas	es|ca$mas|
chofrarmos	cho|frar$mos|
formularam	for|mu|la$ram|
evangelizareis	e|van|ge|li|za|reis$
fantochar-se-iam	fan|to|char|se|i|am$
manobrariam	ma|no|bra|ri|am$
friccionava	fric|ci|o|na$va|
acessar-se-iam	a|ces|sar|se|i|am$
renegociaram	re|ne|go|ci|a$ram|
cocarmos	co|car$mos|
subdistinguirem	sub|dis|tin|gui$rem|
calador	ca|la$dor|
apilhares	a|pi|lha$res|
manquejeis	man|que|jeis$
rarefazes	ra|re|fa$zes|
vesgueassem	ves|gue|as$sem|
untavas	un|ta$vas|
abrasasse	a|bra|sas$se|
vasculhável	vas|cu|lhá$vel|
descurasse	des|cu|ras$se|
safaram	sa|fa$ram|
tapumes	ta|pu$mes|
ridicularizantes	ri|di|cu|la|ri|zan$tes|
repassastes	re|pas|sas$tes|
instruísse-lho	ins|tru|ís|se|lho$
juramentastes	ju|ra|men|tas$tes|
atarantas	a|ta|ran$tas|
reconduzíssemos	re|con|du|zís$se|mos|
periclite	pe|ri|cli$te|
malpararia	mal|pa|ra|ri$a|
PIB	pib$
plagiasse	pla|gi|as$se|
circunferencial	cir|cun|fe|ren|ci|al$
amadureças	a|ma|du|re$ças|
axial	a|xi|al$
fardaria	far|da|ri$a|
desoxigenáramos	de|so|xi|ge|ná$ra|mos|
regadios	re|ga|di$os|
patenteabilidade	pa|ten|te|a|bi|li|da$de|
adormentadoras	a|dor|men|ta|do$ras|
prece	pre$ce|
volatilizardes	vo|la|ti|li|zar$des|
desambiguávamos	de|sam|bi|guá$va|mos|
recalcarás	re|cal|ca|rás$
desalinhavar	de|sa|li|nha|var$
ansiosa	an|si|o$sa|
transformei	trans|for|mei$
padreava	pa|dre|a$va|
reagruparas	re|a|gru|pa$ras|
atalaiar	a|ta|lai|ar$
pejorar-vos-emos	pe|jo|rar|vos|e$mos|
rochosa	ro|cho$sa|
radiologista	ra|di|o|lo|gis$ta|
remineralizasse	re|mi|ne|ra|li|zas$se|
lançadiço	lan|ça|di$ço|
atrevi	a|tre|vi$
inventariaremos	in|ven|ta|ri|a|re$mos|
desapegas	de|sa|pe$gas|
perfilaras	per|fi|la$ras|
deflagradores	de|fla|gra|do$res|
exprimíveis	ex|pri|mí$veis|
privilegiar-lho	pri|vi|le|gi|ar|lho$
respirar-lhe-íamos	res|pi|rar|lhe|í$a|mos|
capinha	ca|pi$nha|
migasse	mi|gas$se|
apalhaçaria	a|pa|lha|ça|ri$a|
desaromatizardes	de|sa|ro|ma|ti|zar$des|
endemoninharas	en|de|mo|ni|nha$ras|
namoriscásseis	na|mo|ris|cás$seis|
burburinharias	bur|bu|ri|nha|ri$as|
aplaineis	a|plai|neis$
imutar-vos	i|mu|tar$vos|
abafásseis	a|ba|fás$seis|
enublar-me	e|nu|blar$me|
verberáreis	ver|be|rá$reis|
circunscreviam	cir|cuns|cre|vi|am$
pedalasse	pe|da|las$se|
desonroso	de|son|ro$so|
regalar-lhe-á	re|ga|lar|lhe|á$
bilhardamos	bi|lhar|da$mos|
maquilhasse	ma|qui|lhas$se|
automobilizemos	au|to|mo|bi|li|ze$mos|
arcabuzeiro	ar|ca|bu|zei$ro|
amolentar-vos-ás	a|mo|len|tar|vos|ás$
embarquei	em|bar|quei$
pesquisadas	pes|qui|sa$das|
espose	es|po$se|
ofuscar-me-ão	o|fus|car|me|ão$
surpreenderei	sur|pre|en|de|rei$
subvencionou	sub|ven|ci|o|nou$
picotareis	pi|co|ta|reis$
x	x$
abastamentos	a|bas|ta|men$tos|
proferireis	pro|fe|ri|reis$
arrebanhasses	ar|re|ba|nhas$ses|
visitar	vi|si|tar$
maturá-los	ma|tu|rá|los$
contravindos-lhas	con|tra|vin|dos|lhas$
regenerou	re|ge|ne|rou$
estancará	es|tan|ca|rá$
desinências	de|si|nên$cias|
imolar-nos-eis	i|mo|lar|nos|eis$
enfeudassem	en|feu|das$sem|
enclausuraríeis	en|clau|su|ra|rí$eis|
tanoeira	ta|noei$ra|
abaulásseis	a|bau|lás$seis|
preposto	pre|pos$to|
divertirá	di|ver|ti|rá$
perdoar-lhes-á	per|do|ar|lhes|á$
fatio	fa|ti$o|
legislar-nos-á	le|gis|lar|nos|á$
reconfigurámos	re|con|fi|gu|rá$mos|
refegardes	re|fe|gar$des|
assaca	as|sa$ca|
requebrada	re|que|bra$da|
removo	re|mo$vo|
insola	in|so$la|
alforjariam	al|for|ja|ri|am$
lantanídeo	lan|ta|ní$deo|
incitáveis	in|ci|tá$veis|
realojam	re|a|lo|jam$
sondardes	son|dar$des|
anafórico	a|na|fó$ri|co|
dessincronizamos	des|sin|cro|ni|za$mos|
cancerizardes	can|ce|ri|zar$des|
desfolharíamos	des|fo|lha|rí$a|mos|
recordeis	re|cor|deis$
plebiscitareis	ple|bis|ci|ta|reis$
timbrarão	tim|bra|rão$
roscando	ros|can$do|
desculpabilizado	des|cul|pa|bi|li|za$do|
exorcizados	e|xor|ci|za$dos|
pé	pé$
amedrontar-me-ias	a|me|dron|tar|me|i$as|
cifrai	ci|frai$
consultora	con|sul|to$ra|
utilizadoras	u|ti|li|za|do$ras|
rejubilam	re|ju|bi|lam$
flavescências	fla|ves|cên$cias|
gradadora	gra|da|do$ra|
fatigar-lhes-ão	fa|ti|gar|lhes|ão$
apedrejásseis	a|pe|dre|jás$seis|
troçarás	tro|ça|rás$
mito	mi$to|
temperar-lhe-eis	tem|pe|rar|lhe|eis$
romanceáramos	ro|man|ce|á$ra|mos|
plagies	pla|gi$es|
recheareis	re|che|a|reis$
agulhar-lhes-iam	a|gu|lhar|lhes|i|am$
expectorásseis	ex|pec|to|rás$seis|
transigirão	tran|si|gi|rão$
reinstituam	reins|ti|tu|am$
agastareis	a|gas|ta|reis$
desconsolarmos	des|con|so|lar$mos|
desajeitais	de|sa|jei|tais$
Marcelismos	mar|ce|lis$mos|
gerarias	ge|ra|ri$as|
pimenteiro	pi|men|tei$ro|
assessoria	as|ses|so|ri$a|
inconformadores	in|con|for|ma|do$res|
mondámos	mon|dá$mos|
humanizarão	hu|ma|ni|za|rão$
opalescêreis	o|pa|les|cê$reis|
Zapata	za|pa$ta|
medro	me$dro|
ressurgiríamos	res|sur|gi|rí$a|mos|
remuneraríeis	re|mu|ne|ra|rí$eis|
incriminasse	in|cri|mi|nas$se|
silvaras	sil|va$ras|
cruzaram	cru|za$ram|
avermelhara	a|ver|me|lha$ra|
tombemos	tom|be$mos|
assumir-se-á	as|su|mir|se|á$
Américas	a|mé$ri|cas|
enturvecidos	en|tur|ve|ci$dos|
vadiáramos	va|di|á$ra|mos|
chincalham	chin|ca|lham$
desonrava	de|son|ra$va|
pontuaríamos	pon|tu|a|rí$a|mos|
encompridar-lhe-eis	en|com|pri|dar|lhe|eis$
agachar-me-emos	a|ga|char|me|e$mos|
cerimoniasses	ce|ri|mo|ni|as$ses|
sonetásseis	so|ne|tás$seis|
industrializáramos	in|dus|tri|a|li|zá$ra|mos|
preenchiam	pre|en|chi|am$
manteremos	man|te|re$mos|
resplendecias	res|plen|de|ci$as|
giraríeis	gi|ra|rí$eis|
desencarapuçaria	de|sen|ca|ra|pu|ça|ri$a|
instrumentalizaríeis	ins|tru|men|ta|li|za|rí$eis|
citara	ci|ta$ra|
pradejaram	pra|de|ja$ram|
nublaríeis	nu|bla|rí$eis|
desajeitemos	de|sa|jei|te$mos|
gloriareis	glo|ri|a|reis$
recarregássemos	re|car|re|gás$se|mos|
juncáramos	jun|cá$ra|mos|
amontanharíamos	a|mon|ta|nha|rí$a|mos|
borratava	bor|ra|ta$va|
bloqueadora	blo|que|a|do$ra|
regeu	re|geu$
matinareis	ma|ti|na|reis$
carcaças	car|ca$ças|
japonesaria	ja|po|ne|sa|ri$a|
claudicando	clau|di|can$do|
desnaturalizas	des|na|tu|ra|li$zas|
desfruirmos	des|fru|ir$mos|
desabilitaria	de|sa|bi|li|ta|ri$a|
poluirá	po|lu|i|rá$
cessar-lhas	ces|sar|lhas$
tarraxar-lha	tar|ra|xar|lha$
antiperiódico	an|ti|pe|ri|ó$di|co|
segredados	se|gre|da$dos|
vindouro	vin|dou$ro|
descarrilar-me-ás	des|car|ri|lar|me|ás$
judas	ju$das|
fiscalizaste	fis|ca|li|zas$te|
catapultariam	ca|ta|pul|ta|ri|am$
estroncastes	es|tron|cas$tes|
salivemos	sa|li|ve$mos|
encenámos	en|ce|ná$mos|
esturriqueis	es|tur|ri|queis$
refundias	re|fun|di$as|
confortemos	con|for|te$mos|
rebelai	re|be|lai$
apequenadas	a|pe|que|na$das|
coaxavam	co|a|xa|vam$
remodelássemos	re|mo|de|lás$se|mos|
teologizados	te|o|lo|gi|za$dos|
reputava	re|pu|ta$va|
salubrificaria	sa|lu|bri|fi|ca|ri$a|
apimentásseis	a|pi|men|tás$seis|
presentaste	pre|sen|tas$te|
bonificaríeis	bo|ni|fi|ca|rí$eis|
entesoirastes	en|te|soi|ras$tes|
baldarmos	bal|dar$mos|
assoberbámos	as|so|ber|bá$mos|
aguilhoar-lhes-á	a|gui|lho|ar|lhes|á$
coibiria	coi|bi|ri$a|
sediaras	se|di|a$ras|
elegera	e|le|ge$ra|
sós	sós$
enviesassem	en|vi|e|sas$sem|
meandraríamos	me|an|dra|rí$a|mos|
padronizar-te-íamos	pa|dro|ni|zar|te|í$a|mos|
graduadamente	gra|du|a|da|men$te|
premunis	pre|mu|nis$
infecundidades	in|fe|cun|di|da$des|
empanturrar-nos-ão	em|pan|tur|rar|nos|ão$
desaguisara	de|sa|gui|sa$ra|
arguindo	ar|guin$do|
ozonizassem	o|zo|ni|zas$sem|
amputa	am|pu$ta|
perturbavam	per|tur|ba|vam$
elevadoras	e|le|va|do$ras|
limito	li|mi$to|
tarraxaríamos	tar|ra|xa|rí$a|mos|
aterroarei	a|ter|ro|a|rei$
fustigáramos	fus|ti|gá$ra|mos|
resplandecer-vos	res|plan|de|cer$vos|
fulminou	ful|mi|nou$
amenizes	a|me|ni$zes|
enturvam	en|tur|vam$
desacordastes	de|sa|cor|das$tes|
esmaltar-me-emos	es|mal|tar|me|e$mos|
eminências	e|mi|nên$cias|
sacrossantos	sa|cros|san$tos|
certíssima	cer|tís$si|ma|
banharei	ba|nha|rei$
publicitarmos	pu|bli|ci|tar$mos|
recurvado	re|cur|va$do|
chilreadora	chil|re|a|do$ra|
gulosaras	gu|lo|sa$ras|
friccionássemos	fric|ci|o|nás$se|mos|
paralexia	pa|ra|le|xi$a|
individueis	in|di|vi|dueis$
bolar-me-ei	bo|lar|me|ei$
lamuriávamos	la|mu|ri|á$va|mos|
cofiaste	co|fi|as$te|
encapotaste	en|ca|po|tas$te|
qualificar-lha	qua|li|fi|car|lha$
urtigueis	ur|ti|gueis$
assaborar-me-iam	as|sa|bo|rar|me|i|am$
congregarão	con|gre|ga|rão$
desmoralizareis	des|mo|ra|li|za|reis$
esfumaçara	es|fu|ma|ça$ra|
traduzira	tra|du|zi$ra|
esplendor	es|plen|dor$
transitivasse	tran|si|ti|vas$se|
brocara	bro|ca$ra|
sarjar-nos-ás	sar|jar|nos|ás$
distorceste	dis|tor|ces$te|
despovoardes	des|po|vo|ar$des|
esbordáramos	es|bor|dá$ra|mos|
meditação	me|di|ta|ção$
interferíreis	in|ter|fe|rí$reis|
despejaria	des|pe|ja|ri$a|
transitara	tran|si|ta$ra|
parametrizável	pa|ra|me|tri|zá$vel|
virginalizastes	vir|gi|na|li|zas$tes|
prefaciamos	pre|fa|ci|a$mos|
posastes	po|sas$tes|
satisfaçais	sa|tis|fa|çais$
empataria	em|pa|ta|ri$a|
quadruplaríeis	qua|dru|pla|rí$eis|
desestruturaríamos	de|ses|tru|tu|ra|rí$a|mos|
geáveis	ge|á$veis|
bloqueara	blo|que|a$ra|
objectáramos	ob|jec|tá$ra|mos|
oncológicas	on|co|ló$gi|cas|
acusá-lo-ia	a|cu|sá|lo|i$a|
lastrou	las|trou$
encanastrarias	en|ca|nas|tra|ri$as|
beliscares	be|lis|ca$res|
ataquemos	a|ta|que$mos|
reconsagrarem	re|con|sa|gra$rem|
resolve	re|sol$ve|
convolvera	con|vol|ve$ra|
ausentaríeis	au|sen|ta|rí$eis|
descaram	des|ca$ram|
encape	en|ca$pe|
focinhastes	fo|ci|nhas$tes|
imprimirá	im|pri|mi|rá$
formar-lhes	for|mar$lhes|
assassinar-me-ia	as|sas|si|nar|me|i$a|
estourastes	es|tou|ras$tes|
arder	ar|der$
resolvestes	re|sol|ves$tes|
madrinha	ma|dri$nha|
redobro	re|do$bro|
enublarias	e|nu|bla|ri$as|
perspectivações	pers|pec|ti|va|ções$
invisibilidade	in|vi|si|bi|li|da$de|
contracunharemos	con|tra|cu|nha|re$mos|
impossibilitar-vos-ias	im|pos|si|bi|li|tar|vos|i$as|
escarranchassem	es|car|ran|chas$sem|
reflexionam	re|fle|xi|o|nam$
fabricámos	fa|bri|cá$mos|
problemático	pro|ble|má$ti|co|
galhofámos	ga|lho|fá$mos|
penetrara	pe|ne|tra$ra|
atiçaríeis	a|ti|ça|rí$eis|
domaríeis	do|ma|rí$eis|
esmorecera	es|mo|re|ce$ra|
modernizou	mo|der|ni|zou$
coadquirir-lhes-ias	co|ad|qui|rir|lhes|i$as|
migrante	mi|gran$te|
catingam	ca|tin|gam$
esfuziaras	es|fu|zi|a$ras|
passearias	pas|se|a|ri$as|
congratulai	con|gra|tu|lai$
configures	con|fi|gu$res|
harpar-te-ão	har|par|te|ão$
sagrar	sa|grar$
aterraplenáreis	a|ter|ra|ple|ná$reis|
aliviares	a|li|vi|a$res|
tacanheáreis	ta|ca|nhe|á$reis|
indignar	in|dig|nar$
conheçam	co|nhe|çam$
embriagastes	em|bri|a|gas$tes|
sinistra	si|nis$tra|
aguilhará	a|gui|lha|rá$
desenlamearias	de|sen|la|me|a|ri$as|
romancice	ro|man|ci$ce|
pelejam	pe|le|jam$
refolhamos	re|fo|lha$mos|
inauguramos	i|nau|gu|ra$mos|
comentaríeis	co|men|ta|rí$eis|
apingentámos	a|pin|gen|tá$mos|
campina	cam|pi$na|
ritmaste	rit|mas$te|
assoprassem	as|so|pras$sem|
avassalantes	a|vas|sa|lan$tes|
pontearão	pon|te|a|rão$
apoiamos	a|poi|a$mos|
gaspeavas	gas|pe|a$vas|
encherão	en|che|rão$
roleta	ro|le$ta|
readquirições	re|ad|qui|ri|ções$
rebocá-la	re|bo|cá$la|
polarizarem	po|la|ri|za$rem|
preverei	pre|ve|rei$
debitadas	de|bi|ta$das|
embolsaram	em|bol|sa$ram|
acostarei	a|cos|ta|rei$
colectar-me-ás	co|lec|tar|me|ás$
aninharíamos	a|ni|nha|rí$a|mos|
eliminarás	e|li|mi|na|rás$
amargou	a|mar|gou$
interrompiam	in|ter|rom|pi|am$
tarifai	ta|ri|fai$
cebolal	ce|bo|lal$
porteada	por|te|a$da|
escutou	es|cu|tou$
desvariam	des|va|ri|am$
encomendá-las	en|co|men|dá$las|
enchumaçado	en|chu|ma|ça$do|
infamaríeis	in|fa|ma|rí$eis|
encaraste	en|ca|ras$te|
atravanquemos	a|tra|van|que$mos|
repuxas	re|pu$xas|
zeladoras	ze|la|do$ras|
imaginara	i|ma|gi|na$ra|
proibirão	proi|bi|rão$
apetecíamos	a|pe|te|cí$a|mos|
estagiai	es|ta|gi|ai$
familiarizardes	fa|mi|li|a|ri|zar$des|
desusassem	de|su|sas$sem|
constatardes	cons|ta|tar$des|
autenticidade	au|ten|ti|ci|da$de|
acarretam	a|car|re|tam$
catequizáveis	ca|te|qui|zá$veis|
alheam	a|lhe|am$
branqueies	bran|quei$es|
esquece	es|que$ce|
anotar-lhe-iam	a|no|tar|lhe|i|am$
acinzares	a|cin|za$res|
sanguificasse	san|gui|fi|cas$se|
normalizadas	nor|ma|li|za$das|
espingardaríeis	es|pin|gar|da|rí$eis|
despegara	des|pe|ga$ra|
encarapuçavam	en|ca|ra|pu|ça|vam$
contrafaçam	con|tra|fa|çam$
comunitarizais	co|mu|ni|ta|ri|zais$
desassossegados	de|sas|sos|se|ga$dos|
fundem	fun$dem|
geoquímica	ge|o|quí$mi|ca|
chilrará	chil|ra|rá$
intercidades	in|ter|ci|da$des|
codificadoras	co|di|fi|ca|do$ras|
abjudicarei	ab|ju|di|ca|rei$
recuar-lhes-ás	re|cu|ar|lhes|ás$
factor	fac|tor$
espingardavam	es|pin|gar|da|vam$
encaixilharemos	en|cai|xi|lha|re$mos|
desagrilhoava	de|sa|gri|lho|a$va|
colaborada	co|la|bo|ra$da|
suprimir-lhes-ão	su|pri|mir|lhes|ão$
invitávamos	in|vi|tá$va|mos|
subempregarei	su|bem|pre|ga|rei$
automatizá-lo-eis	au|to|ma|ti|zá|lo|eis$
perfumas	per|fu$mas|
acorrenteis	a|cor|ren|teis$
alevantássemos	a|le|van|tás$se|mos|
indutareis	in|du|ta|reis$
descumpri	des|cum|pri$
embrenhá-lo-íamos	em|bre|nhá|lo|í$a|mos|
embrenhará	em|bre|nha|rá$
anularam	a|nu|la$ram|
desforro	des|for$ro|
estremunharem	es|tre|mu|nha$rem|
peçonhentar-te-á	pe|ço|nhen|tar|te|á$
suestasse	su|es|tas$se|
salteis	sal|teis$
emprestáramos	em|pres|tá$ra|mos|
reconsolideis	re|con|so|li|deis$
incorreres	in|cor|re$res|
encornássemos	en|cor|nás$se|mos|
coadjuvar-me-ias	co|ad|ju|var|me|i$as|
justiçado	jus|ti|ça$do|
temas	te$mas|
falidos	fa|li$dos|
desunificando	de|su|ni|fi|can$do|
entijolava	en|ti|jo|la$va|
recordam	re|cor|dam$
desseleccionaste	des|se|lec|ci|o|nas$te|
distendíamos	dis|ten|dí$a|mos|
finemos	fi|ne$mos|
reduzirão	re|du|zi|rão$
evoluir-se-ão	e|vo|lu|ir|se|ão$
potenciaríamos	po|ten|ci|a|rí$a|mos|
seringavas	se|rin|ga$vas|
moeríei-las	mo|e|rí$ei|las|
dizimar-me-ias	di|zi|mar|me|i$as|
fresassem	fre|sas$sem|
naturalizarás	na|tu|ra|li|za|rás$
fecundaras	fe|cun|da$ras|
fosforar-lhes-á	fos|fo|rar|lhes|á$
ajanotamos	a|ja|no|ta$mos|
